3669881,2022-01-01T00:00:03,43.26182,-79.06388,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:01:14,43.26181,-79.06388,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:02:24,43.26181,-79.06389,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:04:45,43.26183,-79.06390,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:03:35,43.26183,-79.06390,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:07:03,43.26183,-79.06389,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:05:54,43.26183,-79.06390,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:08:13,43.26183,-79.06390,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:09:24,43.26184,-79.06390,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:11:45,43.26180,-79.06387,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:12:53,43.26181,-79.06389,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:10:33,43.26182,-79.06389,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:17:43,43.26182,-79.06389,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:15:24,43.26181,-79.06388,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:14:15,43.26183,-79.06390,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:20:03,43.26180,-79.06387,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:18:55,43.26181,-79.06387,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:22:24,43.26181,-79.06389,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:16:33,43.26182,-79.06388,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:21:14,43.26181,-79.06388,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:25:45,43.26181,-79.06388,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:23:33,43.26183,-79.06389,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:28:04,43.26181,-79.06389,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:29:14,43.26182,-79.06389,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:24:34,43.26183,-79.06389,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:30:24,43.26182,-79.06389,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:26:54,43.26182,-79.06389,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:35:04,43.26180,-79.06388,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
3669881,2022-01-01T00:31:35,43.26181,-79.06389,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
